Area,Bedrooms,Bathrooms,Stories,Parking,Age,City,Furnishing,Main Road,Guest Room,Basement,Water Supply,Air Conditioning,Preferred Tenant,Locality Rating,Price
3319,1,3,1,0,7,Chennai,Furnished,Yes,Yes,Yes,Both,No,Bachelor,3,883866
2997,1,2,2,0,42,Mumbai,Semi-Furnished,No,No,Yes,Both,Yes,Company,5,856202
3605,3,1,1,2,17,Kolkata,Semi-Furnished,No,Yes,Yes,Corporation,Yes,Family,1,1362216
5207,4,1,2,0,35,Delhi,Unfurnished,Yes,No,No,Corporation,Yes,Company,8,1259344
1214,4,3,2,0,25,Hyderabad,Unfurnished,No,No,No,Corporation,Yes,Family,6,1430983
745,1,2,2,2,9,Hyderabad,Furnished,Yes,No,Yes,Borewell,No,Family,2,1125945
2749,2,3,1,0,30,Chennai,Unfurnished,Yes,Yes,Yes,Both,Yes,Company,4,953044
762,5,2,2,1,32,Delhi,Semi-Furnished,Yes,Yes,Yes,Both,Yes,Company,4,1251051
2843,5,2,1,2,28,Delhi,Unfurnished,No,Yes,Yes,Both,No,Bachelor,9,1400696
2665,1,2,2,1,4,Kolkata,Semi-Furnished,No,No,No,Corporation,Yes,Bachelor,9,1216899
2588,2,2,2,0,12,Kolkata,Unfurnished,No,Yes,Yes,Both,No,Company,5,843751
3405,3,1,3,0,0,Mumbai,Semi-Furnished,No,Yes,No,Both,No,Family,3,1230513
3681,1,2,3,2,22,Hyderabad,Semi-Furnished,No,No,No,Corporation,No,Bachelor,1,1149125
1384,1,2,3,0,39,Bangalore,Unfurnished,Yes,Yes,Yes,Corporation,Yes,Family,6,818436
2039,5,3,1,2,2,Kolkata,Unfurnished,No,No,Yes,Both,No,Bachelor,8,1307932
1227,1,3,1,2,2,Chennai,Semi-Furnished,Yes,Yes,No,Borewell,No,Bachelor,1,997519
3130,1,1,2,2,6,Chennai,Furnished,Yes,Yes,No,Corporation,No,Bachelor,1,991577
3931,1,3,2,2,35,Chennai,Unfurnished,Yes,Yes,Yes,Borewell,Yes,Company,7,1160450
4851,5,2,2,2,34,Pune,Semi-Furnished,No,Yes,No,Borewell,Yes,Family,7,1647232
5843,3,3,2,1,14,Kolkata,Unfurnished,No,Yes,Yes,Borewell,Yes,Company,2,1419002
3335,3,1,1,2,39,Kolkata,Unfurnished,No,No,Yes,Borewell,Yes,Bachelor,3,776871
4276,1,3,2,1,2,Chennai,Unfurnished,No,Yes,No,Corporation,No,Company,2,1088406
526,5,3,2,0,28,Kolkata,Unfurnished,No,Yes,No,Both,No,Company,6,1127756
3577,3,1,3,2,29,Pune,Unfurnished,No,Yes,Yes,Both,No,Company,8,843562
3456,3,1,2,0,38,Bangalore,Furnished,No,Yes,Yes,Corporation,Yes,Family,8,1266779
1003,3,2,2,2,17,Bangalore,Furnished,No,Yes,No,Corporation,No,Company,1,993444
3849,5,3,2,1,10,Mumbai,Furnished,Yes,Yes,No,Borewell,Yes,Company,9,2109263
5509,5,2,1,1,42,Hyderabad,Semi-Furnished,No,Yes,No,Borewell,Yes,Company,8,1509723
4546,1,3,3,1,48,Bangalore,Furnished,Yes,No,No,Corporation,Yes,Company,9,1216113
3933,4,3,2,0,37,Mumbai,Furnished,Yes,No,Yes,Both,No,Company,9,1586669
3767,3,2,2,2,39,Delhi,Semi-Furnished,Yes,Yes,Yes,Borewell,No,Company,6,1258452
3768,4,3,3,0,0,Hyderabad,Furnished,Yes,No,Yes,Corporation,Yes,Company,3,1499161
4197,5,3,2,1,28,Bangalore,Unfurnished,No,Yes,No,Corporation,No,Bachelor,1,1466245
5926,5,3,1,0,9,Pune,Furnished,No,No,No,Corporation,Yes,Company,8,1545989
2192,5,1,2,1,27,Delhi,Furnished,Yes,Yes,Yes,Borewell,No,Company,10,1292428
3261,4,2,1,1,30,Mumbai,Furnished,Yes,Yes,No,Corporation,Yes,Family,3,1639559
3876,5,1,1,1,18,Bangalore,Unfurnished,Yes,No,No,Both,Yes,Bachelor,7,1422484
3817,1,2,2,2,2,Bangalore,Unfurnished,No,Yes,No,Corporation,Yes,Company,10,1146388
2045,5,2,3,2,35,Kolkata,Unfurnished,Yes,No,No,Borewell,No,Family,6,1399678
1605,2,3,1,1,42,Delhi,Unfurnished,Yes,Yes,No,Both,No,Company,3,939179
3430,4,2,3,0,14,Bangalore,Semi-Furnished,No,Yes,No,Both,No,Company,6,1490800
3272,2,1,2,0,32,Chennai,Unfurnished,Yes,Yes,Yes,Corporation,No,Company,3,734923
3472,5,1,1,2,40,Pune,Unfurnished,No,Yes,Yes,Corporation,No,Company,9,1393241
2254,1,1,2,1,42,Kolkata,Unfurnished,No,No,Yes,Both,Yes,Company,1,596234
4421,3,2,3,0,44,Kolkata,Unfurnished,Yes,Yes,Yes,Corporation,No,Family,8,1260912
5062,5,1,2,1,25,Bangalore,Semi-Furnished,Yes,No,No,Borewell,Yes,Company,5,1540323
5431,1,2,2,0,15,Pune,Furnished,Yes,No,Yes,Both,No,Family,4,1082358
3108,4,1,1,2,35,Kolkata,Furnished,No,Yes,Yes,Corporation,No,Company,1,1304315
3902,2,1,2,1,32,Hyderabad,Unfurnished,No,Yes,Yes,Both,No,Family,9,1099182
1732,2,2,2,1,19,Delhi,Unfurnished,No,No,Yes,Corporation,Yes,Bachelor,9,819194
601,2,1,2,0,12,Hyderabad,Unfurnished,Yes,No,No,Corporation,No,Company,5,454386
3907,4,3,1,0,32,Mumbai,Furnished,Yes,Yes,No,Borewell,Yes,Bachelor,9,1500962
4612,1,2,3,0,4,Hyderabad,Furnished,Yes,No,Yes,Corporation,No,Bachelor,10,1525013
5432,4,2,3,1,36,Pune,Unfurnished,Yes,No,Yes,Corporation,Yes,Bachelor,9,1484181
974,2,2,2,2,13,Chennai,Furnished,Yes,No,No,Corporation,Yes,Company,7,1167706
936,5,3,1,2,26,Kolkata,Semi-Furnished,Yes,Yes,No,Borewell,Yes,Bachelor,8,1476708
2025,3,2,2,0,22,Pune,Unfurnished,No,No,Yes,Corporation,Yes,Family,1,865393
2522,4,1,3,2,13,Kolkata,Unfurnished,No,No,No,Corporation,No,Company,4,1188555
785,4,1,1,0,39,Chennai,Semi-Furnished,No,No,No,Corporation,No,Bachelor,10,1128716
3681,1,1,3,2,3,Kolkata,Semi-Furnished,Yes,No,Yes,Both,Yes,Company,10,1344755
874,1,2,3,1,38,Hyderabad,Furnished,No,Yes,No,Borewell,No,Bachelor,4,774910
817,4,1,1,0,18,Mumbai,Semi-Furnished,No,Yes,Yes,Both,Yes,Family,9,1545004
4000,2,2,1,2,46,Bangalore,Unfurnished,No,No,Yes,Borewell,No,Company,3,922785
5434,3,1,2,1,3,Chennai,Furnished,Yes,No,No,Borewell,No,Company,10,1314956
1354,1,3,2,2,29,Hyderabad,Semi-Furnished,Yes,No,No,Both,No,Bachelor,10,1269554
5371,2,3,3,1,18,Pune,Furnished,No,Yes,No,Borewell,Yes,Family,1,1374899
5258,5,3,1,1,30,Hyderabad,Furnished,Yes,Yes,No,Borewell,No,Company,5,1899917
5698,1,3,1,2,30,Hyderabad,Furnished,Yes,No,No,Both,Yes,Bachelor,7,1216283
1605,2,2,2,2,8,Bangalore,Furnished,Yes,No,No,Corporation,No,Family,4,1298804
5159,2,1,3,1,12,Delhi,Semi-Furnished,Yes,Yes,Yes,Borewell,Yes,Family,9,1471697
4520,3,3,3,1,13,Kolkata,Unfurnished,No,No,No,Both,No,Family,6,1505357
2390,3,2,2,1,45,Kolkata,Unfurnished,Yes,No,Yes,Borewell,Yes,Family,6,1441164
5699,5,3,1,0,9,Pune,Semi-Furnished,No,Yes,No,Both,Yes,Company,3,1408548
5205,2,3,2,1,47,Mumbai,Unfurnished,No,Yes,No,Corporation,Yes,Company,10,1533165
3972,2,2,2,0,30,Pune,Furnished,Yes,Yes,No,Borewell,No,Family,10,1021984
5680,3,2,2,1,36,Delhi,Furnished,Yes,Yes,No,Corporation,Yes,Bachelor,5,1359722
4780,1,1,2,0,22,Kolkata,Furnished,Yes,Yes,No,Corporation,No,Bachelor,10,963288
4558,1,1,1,1,26,Mumbai,Semi-Furnished,No,No,Yes,Both,Yes,Family,6,1010025
5498,4,3,2,1,5,Pune,Furnished,No,Yes,Yes,Borewell,Yes,Family,4,1737332
5157,3,3,1,1,25,Mumbai,Furnished,No,Yes,Yes,Borewell,Yes,Bachelor,3,1436849
3113,4,1,2,2,1,Hyderabad,Semi-Furnished,No,Yes,No,Borewell,No,Family,5,1317215
2603,3,1,3,2,44,Chennai,Furnished,No,Yes,No,Borewell,No,Family,7,1358873
5988,5,2,1,1,12,Hyderabad,Furnished,No,Yes,No,Borewell,No,Company,6,1701517
3520,2,1,3,0,49,Bangalore,Unfurnished,No,Yes,Yes,Both,No,Company,2,1011825
1366,5,1,2,0,18,Kolkata,Semi-Furnished,Yes,No,Yes,Borewell,No,Family,1,1367965
5344,3,3,2,1,0,Mumbai,Furnished,No,Yes,No,Corporation,No,Family,5,1487435
5603,2,1,2,2,39,Pune,Furnished,No,No,Yes,Corporation,No,Company,5,1119516
3832,1,3,1,0,31,Chennai,Furnished,No,No,No,Borewell,Yes,Family,6,1115450
1088,1,1,3,2,21,Pune,Furnished,No,Yes,No,Both,Yes,Company,3,822141
4643,4,2,1,0,47,Kolkata,Unfurnished,Yes,Yes,Yes,Both,No,Company,1,1016274
4101,3,1,1,1,28,Mumbai,Unfurnished,No,No,Yes,Borewell,No,Bachelor,4,1073967
741,3,1,2,2,1,Mumbai,Unfurnished,No,No,Yes,Corporation,No,Company,4,894340
5582,1,1,3,0,39,Hyderabad,Unfurnished,Yes,No,Yes,Borewell,No,Bachelor,10,835191
2124,5,3,2,1,37,Chennai,Semi-Furnished,Yes,Yes,No,Borewell,No,Bachelor,2,1178469
5879,2,2,1,1,47,Chennai,Furnished,No,No,No,Borewell,Yes,Company,8,1269547
4822,5,1,2,1,10,Kolkata,Unfurnished,No,Yes,Yes,Both,No,Family,6,1585604
2192,5,3,3,2,16,Mumbai,Furnished,No,Yes,Yes,Both,No,Company,3,1836801
2159,1,2,2,2,42,Chennai,Semi-Furnished,No,No,Yes,Corporation,No,Bachelor,1,823172
3612,1,3,3,1,7,Chennai,Furnished,No,Yes,Yes,Corporation,Yes,Company,3,1617556
1389,1,3,3,2,21,Pune,Furnished,No,Yes,No,Borewell,Yes,Company,8,1276116
2662,4,2,2,0,3,Kolkata,Unfurnished,Yes,No,No,Corporation,Yes,Bachelor,4,1184434
2882,5,1,1,1,10,Hyderabad,Unfurnished,Yes,No,No,Borewell,Yes,Company,3,822804
1351,3,3,2,1,7,Pune,Semi-Furnished,No,Yes,No,Corporation,No,Company,4,1083455
1122,2,3,1,2,8,Pune,Furnished,No,No,No,Borewell,Yes,Bachelor,4,1243122
3789,4,1,1,1,25,Delhi,Unfurnished,No,Yes,No,Both,Yes,Family,2,1344434
2479,3,1,2,0,1,Bangalore,Unfurnished,Yes,No,No,Borewell,Yes,Bachelor,4,862704
3117,5,2,1,2,15,Delhi,Unfurnished,No,No,Yes,Both,Yes,Bachelor,9,1553857
2732,1,2,1,2,30,Chennai,Semi-Furnished,Yes,No,No,Both,Yes,Company,4,1105951
3776,5,2,2,1,5,Mumbai,Furnished,Yes,No,Yes,Corporation,No,Bachelor,1,1490741
4924,2,1,2,1,20,Bangalore,Unfurnished,No,Yes,Yes,Corporation,Yes,Company,1,702947
1900,4,3,2,1,25,Bangalore,Furnished,Yes,No,Yes,Both,Yes,Company,1,1453593
685,4,3,1,2,18,Mumbai,Semi-Furnished,No,Yes,No,Borewell,Yes,Company,5,1438314
3895,2,2,3,1,27,Bangalore,Furnished,Yes,Yes,No,Borewell,No,Bachelor,6,1161086
2465,3,1,1,0,7,Mumbai,Unfurnished,No,No,No,Corporation,No,Bachelor,6,749276
1168,3,3,3,1,13,Bangalore,Furnished,No,No,No,Borewell,No,Company,6,1087255
5890,4,2,2,1,23,Pune,Furnished,Yes,No,Yes,Borewell,No,Family,9,1243377
3457,4,3,3,2,47,Kolkata,Semi-Furnished,Yes,No,No,Borewell,No,Family,1,1570970
4689,1,3,2,1,43,Kolkata,Semi-Furnished,Yes,No,Yes,Both,No,Bachelor,10,1206277
5483,3,1,2,2,36,Delhi,Furnished,No,Yes,No,Both,No,Company,6,1594631
5632,2,1,3,1,25,Pune,Furnished,Yes,No,No,Borewell,No,Company,8,1429018
2561,3,3,2,0,30,Bangalore,Furnished,Yes,Yes,Yes,Corporation,Yes,Bachelor,8,1405528
3693,1,2,3,0,31,Hyderabad,Semi-Furnished,No,Yes,Yes,Borewell,Yes,Family,3,1042602
1346,4,1,2,2,49,Mumbai,Semi-Furnished,No,Yes,Yes,Corporation,No,Bachelor,5,1242186
5326,4,3,1,2,40,Pune,Furnished,Yes,Yes,No,Both,Yes,Bachelor,10,1934592
3735,1,1,1,1,1,Bangalore,Semi-Furnished,Yes,No,No,Borewell,No,Company,4,841000
4550,2,1,2,1,24,Kolkata,Unfurnished,Yes,No,Yes,Borewell,Yes,Bachelor,1,1172838
5295,4,1,2,0,43,Kolkata,Semi-Furnished,No,Yes,No,Corporation,Yes,Family,9,1358699
5273,5,3,3,1,1,Mumbai,Semi-Furnished,No,Yes,Yes,Corporation,No,Bachelor,5,1625308
1881,4,2,1,0,41,Hyderabad,Semi-Furnished,Yes,No,No,Borewell,Yes,Company,2,1051638
2301,5,2,3,2,0,Bangalore,Unfurnished,No,Yes,Yes,Borewell,No,Family,2,1468837
3851,1,2,2,1,35,Bangalore,Unfurnished,Yes,No,Yes,Corporation,No,Company,7,758329
4464,1,1,2,2,11,Hyderabad,Unfurnished,Yes,Yes,No,Both,Yes,Bachelor,4,850831
454,4,3,3,1,8,Hyderabad,Furnished,No,No,Yes,Corporation,No,Bachelor,1,1352347
2223,3,1,2,0,35,Hyderabad,Furnished,Yes,Yes,No,Borewell,Yes,Bachelor,5,1089926
5697,5,2,1,2,40,Kolkata,Unfurnished,Yes,Yes,No,Both,Yes,Company,2,1506943
3862,2,2,3,2,27,Mumbai,Furnished,No,Yes,Yes,Both,No,Bachelor,7,1327266
3479,4,3,1,1,37,Pune,Furnished,Yes,No,Yes,Both,No,Family,9,1701330
1232,2,1,1,2,32,Hyderabad,Furnished,Yes,No,No,Both,No,Family,1,985184
4808,4,2,1,0,41,Mumbai,Unfurnished,No,No,No,Borewell,No,Company,2,821376
3206,3,3,3,2,45,Delhi,Semi-Furnished,Yes,Yes,Yes,Both,No,Company,6,1404941
2890,3,1,2,2,21,Bangalore,Unfurnished,Yes,Yes,Yes,Corporation,Yes,Company,8,1429400
727,3,1,1,1,24,Bangalore,Unfurnished,No,Yes,Yes,Corporation,No,Bachelor,7,937910
3710,3,2,1,2,17,Chennai,Furnished,No,Yes,No,Corporation,Yes,Family,9,1440881
3700,1,2,1,1,5,Delhi,Furnished,No,Yes,No,Borewell,No,Family,2,743859
4075,1,1,2,1,17,Pune,Semi-Furnished,Yes,Yes,No,Both,Yes,Family,9,1026618
3454,5,1,2,2,15,Hyderabad,Semi-Furnished,No,No,Yes,Corporation,Yes,Company,4,1397224
5783,2,2,3,0,14,Hyderabad,Semi-Furnished,Yes,No,Yes,Corporation,Yes,Company,3,1357529
2543,4,1,2,1,47,Pune,Semi-Furnished,No,No,No,Corporation,Yes,Bachelor,7,1457639
5607,4,2,3,2,7,Kolkata,Unfurnished,Yes,Yes,No,Both,Yes,Company,5,1572887
1711,1,1,3,1,12,Delhi,Semi-Furnished,Yes,No,Yes,Corporation,No,Family,5,720754
3591,4,2,3,0,42,Hyderabad,Unfurnished,No,Yes,No,Both,Yes,Bachelor,2,1236172
2938,1,3,3,0,6,Chennai,Furnished,Yes,Yes,Yes,Both,No,Company,6,1372040
4383,5,2,3,1,16,Mumbai,Semi-Furnished,Yes,No,Yes,Both,Yes,Company,6,1501947
4947,2,2,1,0,49,Bangalore,Furnished,No,Yes,Yes,Borewell,No,Family,4,1271365
564,5,3,2,2,31,Delhi,Furnished,Yes,Yes,No,Borewell,Yes,Bachelor,5,1591535
4677,3,1,1,2,21,Bangalore,Unfurnished,Yes,Yes,No,Both,Yes,Company,7,1158971
5405,3,3,3,1,12,Mumbai,Semi-Furnished,Yes,Yes,Yes,Both,No,Company,8,1396271
1222,3,2,2,0,46,Delhi,Unfurnished,No,Yes,Yes,Borewell,No,Bachelor,6,1030298
1343,5,1,1,2,22,Mumbai,Furnished,No,No,No,Borewell,Yes,Bachelor,5,1281904
4825,4,3,1,2,28,Hyderabad,Semi-Furnished,No,No,Yes,Both,Yes,Company,3,1523105
1174,2,1,3,2,21,Pune,Furnished,No,Yes,No,Borewell,No,Company,7,963818
2598,3,1,1,1,0,Hyderabad,Furnished,No,Yes,No,Corporation,Yes,Family,8,1178015
3556,3,3,1,1,28,Pune,Semi-Furnished,No,No,No,Both,Yes,Bachelor,3,1118372
4642,3,1,1,2,47,Hyderabad,Semi-Furnished,No,No,Yes,Both,No,Company,5,1082931
4095,2,3,1,2,4,Mumbai,Semi-Furnished,No,No,Yes,Borewell,Yes,Company,2,1129267
3852,3,2,1,0,34,Mumbai,Unfurnished,Yes,Yes,Yes,Corporation,Yes,Company,10,1019992
1314,2,1,3,0,9,Mumbai,Unfurnished,Yes,No,Yes,Borewell,No,Company,10,1334614
1708,3,2,3,0,18,Bangalore,Furnished,Yes,No,No,Corporation,Yes,Family,4,1030969
4577,5,2,1,1,36,Mumbai,Semi-Furnished,Yes,Yes,Yes,Corporation,No,Bachelor,4,1487838
913,5,1,3,2,6,Hyderabad,Furnished,No,Yes,No,Both,No,Company,8,1219975
2320,2,3,3,1,45,Chennai,Furnished,Yes,No,Yes,Corporation,Yes,Bachelor,3,992142
3994,5,1,2,2,34,Mumbai,Furnished,Yes,Yes,Yes,Both,Yes,Bachelor,5,1693313
5241,2,2,1,0,44,Chennai,Furnished,Yes,No,Yes,Corporation,No,Company,5,1114615
1809,5,2,3,0,12,Pune,Furnished,Yes,No,Yes,Both,No,Company,2,1579764
5202,5,3,3,0,9,Hyderabad,Semi-Furnished,Yes,Yes,Yes,Corporation,Yes,Company,9,1978552
4966,2,1,1,0,1,Mumbai,Unfurnished,No,Yes,No,Borewell,No,Family,4,823988
3590,4,2,2,2,5,Bangalore,Semi-Furnished,No,No,Yes,Corporation,Yes,Company,9,1425459
4891,5,2,1,0,7,Bangalore,Semi-Furnished,Yes,Yes,Yes,Borewell,No,Bachelor,9,1777811
1955,3,2,2,2,35,Pune,Semi-Furnished,Yes,Yes,Yes,Corporation,No,Bachelor,2,1314127
1204,4,3,1,2,24,Chennai,Unfurnished,Yes,Yes,Yes,Corporation,No,Family,9,1149290
5429,2,2,1,1,43,Kolkata,Unfurnished,Yes,Yes,Yes,Both,Yes,Company,9,1266934
1679,4,2,1,0,46,Bangalore,Unfurnished,No,Yes,No,Corporation,No,Company,2,893347
5400,1,1,1,0,39,Bangalore,Semi-Furnished,Yes,Yes,Yes,Corporation,No,Family,6,853651
5572,1,1,2,1,6,Bangalore,Unfurnished,No,Yes,No,Corporation,No,Family,9,1121097
3977,5,2,2,2,45,Hyderabad,Furnished,Yes,No,Yes,Borewell,No,Company,4,1695879
3301,5,2,3,0,22,Bangalore,Unfurnished,No,Yes,No,Both,Yes,Company,2,1356487
1787,3,1,1,2,18,Delhi,Semi-Furnished,No,No,Yes,Both,No,Bachelor,7,968089
5799,4,3,2,1,45,Mumbai,Semi-Furnished,No,Yes,Yes,Corporation,Yes,Company,9,1945283
5088,1,3,2,2,21,Pune,Furnished,Yes,No,No,Corporation,No,Company,6,1423705
3161,5,3,2,0,12,Bangalore,Unfurnished,Yes,Yes,Yes,Borewell,No,Bachelor,4,1442514
3079,4,3,1,2,20,Kolkata,Unfurnished,No,No,No,Corporation,Yes,Bachelor,1,1000358
2506,5,3,3,2,0,Kolkata,Furnished,Yes,Yes,Yes,Both,Yes,Bachelor,4,1931960
4623,5,3,2,0,18,Bangalore,Semi-Furnished,Yes,No,No,Both,No,Bachelor,3,1575092
5231,1,3,1,0,32,Bangalore,Semi-Furnished,No,Yes,No,Borewell,No,Family,7,602681
3168,1,3,2,2,3,Delhi,Unfurnished,Yes,Yes,No,Borewell,No,Bachelor,10,1223360
4353,5,1,2,2,41,Bangalore,Unfurnished,No,No,Yes,Both,Yes,Family,5,1367176
3586,2,3,3,1,2,Bangalore,Unfurnished,Yes,No,No,Borewell,No,Bachelor,3,1109031
3680,5,3,2,0,26,Mumbai,Unfurnished,Yes,Yes,Yes,Corporation,Yes,Bachelor,2,1365692
2973,5,3,2,2,40,Kolkata,Unfurnished,No,No,No,Corporation,No,Bachelor,2,1306151
5016,3,2,1,0,34,Delhi,Semi-Furnished,No,No,No,Borewell,Yes,Company,5,1358758
2999,3,1,1,1,27,Kolkata,Semi-Furnished,No,Yes,No,Both,Yes,Family,8,1072480
4433,3,1,3,2,5,Delhi,Semi-Furnished,No,No,Yes,Borewell,Yes,Bachelor,8,1613316
636,2,1,1,2,5,Kolkata,Semi-Furnished,Yes,Yes,Yes,Both,No,Company,5,789710
1704,2,3,1,2,43,Bangalore,Furnished,Yes,No,Yes,Borewell,No,Family,2,1161553
3830,5,3,3,0,22,Kolkata,Semi-Furnished,Yes,Yes,No,Borewell,Yes,Family,4,1677048
1701,3,2,2,1,32,Kolkata,Furnished,No,No,Yes,Borewell,Yes,Company,7,1306863
2941,2,1,3,0,15,Delhi,Semi-Furnished,Yes,Yes,Yes,Corporation,Yes,Family,6,1175032
2451,1,3,1,2,23,Pune,Unfurnished,Yes,Yes,No,Corporation,No,Company,10,1128803
841,5,1,3,1,4,Chennai,Unfurnished,Yes,No,No,Both,No,Bachelor,7,849322
2476,4,2,2,2,40,Delhi,Unfurnished,No,No,Yes,Borewell,No,Company,5,975586
3580,5,2,3,2,41,Delhi,Furnished,No,Yes,Yes,Corporation,Yes,Family,2,1765862
3057,4,2,1,0,12,Delhi,Semi-Furnished,Yes,Yes,Yes,Borewell,No,Family,8,988889
4198,3,1,1,2,46,Hyderabad,Semi-Furnished,Yes,No,No,Both,No,Bachelor,2,943292
1204,4,3,3,1,11,Pune,Furnished,No,No,No,Corporation,No,Company,8,1417588
474,3,3,2,2,4,Hyderabad,Furnished,No,No,No,Both,Yes,Bachelor,7,1218218
2575,1,2,3,2,36,Hyderabad,Furnished,No,No,No,Corporation,No,Company,3,886765
4324,4,3,2,0,30,Delhi,Furnished,No,No,No,Borewell,No,Company,4,1395177
2489,5,2,2,1,27,Chennai,Furnished,Yes,No,Yes,Both,No,Company,7,1650234
5875,3,1,3,0,27,Delhi,Unfurnished,No,Yes,Yes,Corporation,No,Bachelor,4,1038232
440,5,2,2,2,29,Bangalore,Semi-Furnished,Yes,No,Yes,Corporation,No,Bachelor,9,1326641
2481,2,1,1,0,17,Chennai,Furnished,No,No,No,Borewell,Yes,Family,7,813670
5897,3,2,3,0,43,Hyderabad,Unfurnished,Yes,No,No,Both,Yes,Bachelor,1,876113
5083,4,3,2,0,26,Kolkata,Furnished,Yes,No,Yes,Both,Yes,Company,1,1557236
2022,3,3,1,0,34,Kolkata,Unfurnished,No,Yes,Yes,Both,Yes,Company,4,1200527
741,5,2,3,2,25,Pune,Furnished,Yes,Yes,Yes,Borewell,No,Company,9,1799456
4452,1,3,1,2,38,Mumbai,Semi-Furnished,Yes,Yes,No,Corporation,No,Bachelor,4,959505
2474,3,3,1,1,48,Pune,Furnished,Yes,Yes,No,Corporation,Yes,Family,5,1128685
1045,4,3,1,0,17,Chennai,Furnished,No,No,No,Both,Yes,Bachelor,1,1140440
5226,2,1,2,0,32,Hyderabad,Semi-Furnished,No,Yes,No,Corporation,Yes,Family,2,1159951
4663,1,3,3,1,24,Chennai,Semi-Furnished,No,No,No,Both,No,Bachelor,4,1127007
1009,2,1,3,0,30,Chennai,Furnished,Yes,No,Yes,Borewell,No,Company,4,948935
854,3,2,2,1,36,Kolkata,Semi-Furnished,Yes,Yes,Yes,Borewell,No,Family,10,1368514
3353,5,3,3,2,1,Delhi,Semi-Furnished,Yes,Yes,No,Borewell,Yes,Bachelor,6,1748809
2108,5,3,1,1,32,Bangalore,Unfurnished,Yes,No,No,Both,Yes,Company,6,1335484
3872,4,3,3,0,38,Mumbai,Semi-Furnished,No,Yes,Yes,Corporation,Yes,Family,8,1850510
3369,5,2,2,1,42,Hyderabad,Semi-Furnished,Yes,Yes,No,Borewell,No,Family,9,1489618
3428,1,1,1,2,42,Chennai,Furnished,Yes,No,No,Both,No,Company,1,602579
5197,5,1,2,0,31,Mumbai,Furnished,Yes,No,Yes,Both,Yes,Company,1,1374916
3081,4,3,1,2,17,Chennai,Unfurnished,No,No,No,Borewell,Yes,Bachelor,6,1208633
4029,3,2,1,2,16,Kolkata,Furnished,Yes,No,No,Borewell,No,Bachelor,4,1311314
4625,3,2,3,1,33,Bangalore,Semi-Furnished,No,No,Yes,Borewell,No,Company,4,1143607
3467,5,2,1,2,38,Kolkata,Semi-Furnished,No,Yes,No,Corporation,Yes,Bachelor,1,1451675
1786,2,2,2,0,6,Mumbai,Semi-Furnished,Yes,No,No,Corporation,Yes,Company,9,977750
4176,3,2,3,2,41,Hyderabad,Furnished,Yes,No,Yes,Both,No,Company,3,1090553
3266,5,1,2,2,34,Chennai,Semi-Furnished,Yes,No,Yes,Borewell,Yes,Bachelor,5,1550952
5188,4,1,1,1,29,Bangalore,Semi-Furnished,Yes,Yes,No,Borewell,Yes,Bachelor,10,1500049
3763,5,1,2,2,11,Kolkata,Unfurnished,No,No,Yes,Corporation,No,Family,1,1336943
5890,3,3,2,1,34,Mumbai,Unfurnished,No,No,Yes,Borewell,Yes,Family,8,1361451
5289,4,2,1,1,10,Kolkata,Unfurnished,No,Yes,No,Both,No,Bachelor,3,1115408
4524,5,3,3,0,43,Chennai,Furnished,No,No,Yes,Borewell,Yes,Bachelor,1,1687160
548,1,2,2,0,3,Chennai,Semi-Furnished,No,No,No,Corporation,No,Bachelor,10,996232
4250,4,1,1,0,24,Hyderabad,Semi-Furnished,No,No,Yes,Both,Yes,Family,6,1210675
5815,1,3,3,0,47,Bangalore,Semi-Furnished,No,Yes,Yes,Both,Yes,Bachelor,1,1272087
2458,2,1,3,1,31,Delhi,Unfurnished,No,Yes,No,Borewell,Yes,Family,3,912741
1536,4,2,3,2,19,Kolkata,Semi-Furnished,No,No,No,Both,No,Family,5,1052115
586,1,2,2,0,49,Chennai,Semi-Furnished,No,No,No,Borewell,Yes,Family,4,826774
3254,3,2,2,0,30,Mumbai,Semi-Furnished,Yes,No,Yes,Borewell,Yes,Family,7,1396502
1650,3,1,2,0,3,Kolkata,Semi-Furnished,Yes,Yes,No,Corporation,No,Company,6,1121116
1733,2,2,3,2,37,Hyderabad,Semi-Furnished,Yes,Yes,No,Both,Yes,Bachelor,3,1171188
4593,4,1,2,0,46,Hyderabad,Furnished,No,Yes,Yes,Borewell,No,Bachelor,8,1436138
4550,4,3,1,2,0,Chennai,Semi-Furnished,Yes,Yes,Yes,Borewell,No,Company,8,1767064
3111,4,2,2,1,2,Chennai,Furnished,No,Yes,Yes,Borewell,No,Bachelor,2,1606683
5253,2,2,2,1,36,Chennai,Semi-Furnished,No,Yes,No,Both,Yes,Family,7,1439458
4901,4,2,3,1,21,Pune,Furnished,Yes,No,Yes,Both,No,Company,1,1502133
5808,3,3,2,2,16,Delhi,Semi-Furnished,No,Yes,Yes,Both,Yes,Family,2,1378242
2185,1,2,1,0,13,Chennai,Semi-Furnished,Yes,No,No,Borewell,No,Company,8,804948
1150,3,1,3,0,40,Kolkata,Semi-Furnished,No,Yes,Yes,Both,Yes,Family,1,1037486
2162,3,1,1,0,34,Kolkata,Semi-Furnished,No,No,Yes,Borewell,No,Bachelor,2,875074
4320,1,2,3,0,12,Pune,Unfurnished,Yes,Yes,No,Both,No,Bachelor,1,1114283
